0,1,2,3
대한방직,A001070,5300000,103350000000.0
디와이,A013570,26319633,103304559525.0
대동공업,A000490,23728210,101438097750.0
삼호개발,A010960,25000000,101375000000.0
화승알앤에이,A013520,64561210,101361099700.0
SH에너지화학,A002360,111133730,100687159380.0
조선선재,A120030,1257651,100612080000.0
광전자,A017900,57943763,100532428805.0
성창기업지주,A000180,69751600,99744788000.0
현대비앤지스틸,A004560,15078811,99670940710.0
삼성 KTOP30 ETN,Q530013,10000000,99050000000.0
미원홀딩스,A107590,2331774,98867217600.0
유니켐,A011330,67672282,98463170310.0
태평양물산,A007980,49911742,98326131740.0
한국공항,A005430,3166355,98315322750.0
HDC현대EP,A089470,31900000,98092500000.0
동남합성,A023450,3621788,97788276000.0
제이에스코퍼레이션,A194370,13335601,97749955330.0
강남제비스코,A000860,6500000,97500000000.0
대우부품,A009320,47646375,97198605000.0
한전산업,A130660,32600000,96822000000.0
서연이화,A200880,27028437,96491520090.0
제이준코스메틱,A025620,30573365,96458966575.0
경동도시가스,A267290,5895406,96389888100.0
대한화섬,A003830,1328000,95881600000.0
대창,A012800,91140499,95697523950.0
우성사료,A006980,30900000,95635500000.0
비상교육,A100220,12996741,95266111530.0
세이브존I&C,A067830,41040895,95214876400.0
KINDEX 200TR,A332500,6500000,95030000000.0
일동홀딩스,A000230,11540400,94977492000.0
우리들휴브레인,A118000,35903303,94964236435.0
디아이,A003160,31496785,94805322850.0
미창석유,A003650,1739672,94464189600.0
영흥철강,A012160,85826509,94409159900.0
백광소재,A014580,27583100,94334202000.0
금양,A001570,44048135,94263008900.0
우리들제약,A004720,13051870,94103982700.0
한라,A014790,38874942,94077359640.0
샘표,A007540,2875800,94038660000.0
금호에이치티,A214330,25744381,93709546840.0
미래산업,A025560,843218400,93597242400.0
미원화학,A134380,2199268,93358926600.0
호전실업,A111110,8000000,93200000000.0
벽산,A007210,68560000,92898800000.0
신풍제약우,A019175,2200000,92290000000.0
한진중공업홀딩스,A003480,29529812,90951820960.0
TIGER 200선물인버스2X,A252710,12000000,90900000000.0
남광토건,A001260,9828611,90423221200.0
세종공업,A033530,22554412,90104875940.0
신흥,A004080,9600000,89760000000.0
제주은행,A006220,32128774,89317991720.0
인디에프,A014990,58932995,88988822450.0
KODEX KRX300,A292190,7700000,88973500000.0
삼화전기,A009470,6613820,88955879000.0
콤텍시스템,A031820,67851466,88546163130.0
크라운제과,A264900,12523850,88293142500.0
키다리스튜디오,A020120,16959266,88188183200.0
기신정기,A092440,29200000,87892000000.0
NH프라임리츠,A338100,18660000,87795300000.0
웰바이오텍,A010600,43010106,87740616240.0
SK이노베이션우,A096775,1248426,87514662600.0
세아특수강,A019440,8570000,87414000000.0
KEC,A092220,116706940,87063377240.0
무림페이퍼,A009200,41609310,86963457900.0
KB 코스피 마운틴 ETN,Q580009,10000000,86500000000.0
TIGER 미국S&P500레버리지(합성 H),A225040,6300000,85932000000.0
서연,A007860,23479844,85349232940.0
웅진,A016880,79378330,84141029800.0
삼화왕관,A004450,2154379,84128499950.0
KODEX 은선물(H),A144600,25300000,83996000000.0
일진디스플,A020760,28314440,83810742400.0
동성화학,A005190,5335564,83768354800.0
조흥,A002600,600000,83700000000.0
남성,A004270,36212160,83287968000.0
KODEX Fn성장,A325010,7700000,83160000000.0
KODEX 국고채3년,A114260,1440000,83138400000.0
삼원강재,A023000,40000000,83000000000.0
CJ우,A001045,2260223,82837172950.0
일진전기,A103590,37080390,82689269700.0
조비,A001550,5192239,82556600100.0
지투알,A035000,16567409,82174348640.0
유유제약,A000220,6368587,81517913600.0
천일고속,A000650,1429220,81465540000.0
세원정공,A021820,10000000,80900000000.0
신세계건설,A034300,4000000,80800000000.0
한미글로벌,A053690,10957550,80647568000.0
디와이파워,A210540,11041708,80494051320.0
삼부토건,A001470,137546368,80327078912.0
한창,A005110,34790269,79843667355.0
계양전기,A012200,32600000,79381000000.0
대유에이텍,A002880,106915987,79331662354.0
DRB동일,A004840,19930000,79321400000.0
부국철강,A026940,20000000,79000000000.0
티웨이홀딩스,A004870,76680855,78981280650.0
동방아그로,A007590,13617577,78709595060.0
윌비스,A008600,63140342,78294024080.0
퍼스텍,A010820,46764840,78097282800.0
다스코,A058730,15400000,78078000000.0
KC그린홀딩스,A009440,22434980,77737205700.0
동양고속,A084670,2895569,77601249200.0
대현,A016090,44282310,77051219400.0
신한 인버스 2X WTI원유 선물 ETN(H),Q500027,12000000,76500000000.0
현대코퍼레이션홀딩스,A227840,9100836,76173997320.0
성보화학,A003080,20020000,76076000000.0
대신증권2우B,A003547,10000000,75800000000.0
화신,A010690,34920410,75777289700.0
지엠비코리아,A013870,19072280,75430867400.0
SK우,A03473K,566135,75295955000.0
두올,A016740,27066680,74568703400.0
황금에스티,A032560,14000000,74480000000.0
금호석유우,A011785,3023486,74377755600.0
KODEX 미국S&P500선물(H),A219480,5650000,74212750000.0
그린케미칼,A083420,24000000,73920000000.0
ARIRANG 코스피TR,A328370,8150000,73513000000.0
한양증권,A001750,12728534,73443641180.0
광명전기,A017040,43337615,73023881275.0
휴니드,A005870,14116015,72979797550.0
TIGER 부동산인프라고배당,A329200,16700000,72645000000.0
KBSTAR 단기국공채액티브,A272560,720000,72608400000.0
시디즈,A134790,2000000,72600000000.0
대림씨엔에스,A004440,12731947,72572097900.0
영풍제지,A006740,22200000,72372000000.0
방림,A003610,42314090,72357093900.0
수산중공업,A017550,53985163,72340118420.0
KBSTAR 국고채3년선물인버스,A282000,725000,72130250000.0
범양건영,A002410,24831812,72012254800.0
테이팩스,A055490,4717650,71944162500.0
우진,A105840,20202234,71717930700.0
KTcs,A058850,42685000,71497375000.0
유양디앤유,A011690,58494201,71362925220.0
영화금속,A012280,45451006,71130824390.0
남영비비안,A002070,68679450,71083230750.0
TIGER 차이나HSCEI,A245360,5700000,70480500000.0
MH에탄올,A023150,7378526,70464923300.0
유니온머티리얼,A047400,42000000,70350000000.0
신영와코루,A005800,900000,70200000000.0
사조오양,A006090,9422739,70105178160.0
한솔홈데코,A025750,80565149,70011114481.0
대유플러스,A000300,106626749,69627267097.0
수출포장,A002200,4000000,69600000000.0
엔케이,A085310,79983352,68705699368.0
금강공업,A014280,24421719,68380813200.0
참엔지니어링,A009310,53857724,67322155000.0
한국제지,A002300,5004949,67316564050.0
사조씨푸드,A014710,17218543,66980132270.0
YG PLUS,A037270,58170704,66896309600.0
새론오토모티브,A075180,19200000,66336000000.0
오리엔트바이오,A002630,101798996,66169347400.0
TIGER 2차전지테마,A305540,9950000,66068000000.0
한국내화,A010040,22863632,65961578320.0
우신시스템,A017370,18314054,65930594400.0
화천기공,A000850,2200000,65670000000.0
KBSTAR 국채선물10년,A295000,1146000,65637150000.0
TIGER 유로스탁스50(합성 H),A195930,6800000,65450000000.0
KBSTAR 200IT,A285000,7080000,65383800000.0
포스코강판,A058430,6000000,65100000000.0
동방,A004140,33465588,65090568660.0
ARIRANG 단기유동성,A190160,580000,64768600000.0
KCTC,A009070,30000000,64200000000.0
KBSTAR 금융채액티브,A336160,630000,64052100000.0
쎌마테라퓨틱스,A015540,10086400,64048640000.0
유성기업,A002920,25947500,63701112500.0
대원전선,A006340,68107171,63067240346.0
조광페인트,A004910,12800000,62912000000.0
한농화성,A011500,15637042,62860908840.0
한국석유,A004090,655200,62833680000.0
KBSTAR 중기우량회사채,A136340,600000,62805000000.0
페이퍼코리아,A001020,35166280,61365158600.0
대호에이엘,A069460,27134839,61189061945.0
삼정펄프,A009770,2499971,60874293850.0
서울식품,A004410,337410000,60733800000.0
대창단조,A015230,2857223,60287405300.0
엔케이물산,A009810,83578428,60176468160.0
가온전선,A000500,4160347,60117014150.0
평화산업,A090080,54902259,59294439720.0
KBSTAR KQ고배당,A270800,6050000,59199250000.0
DSR,A155660,16000000,58880000000.0
STX중공업,A071970,28365976,58717570320.0
KTis,A058860,34802000,58641370000.0
동일고무벨트,A163560,13350000,58606500000.0
세하,A027970,29562997,58386919075.0
KODEX MSCI Korea,A156080,4900000,58285500000.0
국동,A005320,29110613,58221226000.0
KODEX 2차전지산업,A305720,8400000,58212000000.0
제일연마,A001560,10000000,58000000000.0
경동인베스트,A012320,2365023,57943063500.0
유한양행우,A000105,1180940,57688919000.0
고려산업,A002140,24939425,57610071750.0
대양금속,A009190,22239932,57601423880.0
KC코트렐,A119650,13000000,57330000000.0
상신브레이크,A041650,21471450,57328771500.0
주연테크,A044380,106751992,57325819704.0
대림B&Co,A005750,16672240,57269144400.0
KODEX 미국달러선물,A261240,5290000,56920400000.0
태경화학,A006890,11600000,56840000000.0
모나미,A005360,18897307,56691921000.0
대림통상,A006570,15225000,56408625000.0
한익스프레스,A014130,12000000,56160000000.0
KODEX 중국본토 A50,A169950,3300000,56116500000.0
체시스,A033250,24000000,55920000000.0
KB Wise 분할매매 ETN,Q580010,6000000,55470000000.0
대구백화점,A006370,10821611,55081999990.0
ARIRANG 코스피,A227830,2900000,55071000000.0
인지컨트롤스,A023800,15160128,55031264640.0
이건산업,A008250,10952635,54489359125.0
GS우,A078935,1784826,53812503900.0
CS홀딩스,A000590,1154482,53625688900.0
디아이씨,A092200,38888569,53471782375.0
KBSTAR KRX300,A292050,4550000,53303250000.0
SMART KRX300,A292500,4600000,53084000000.0
KODEX 미디어&엔터테인먼트,A266360,4500000,52987500000.0
TIGER 미국MSCI리츠(합성 H),A182480,5000000,52650000000.0
메타랩스,A090370,52308986,52152059042.0
DSR제강,A069730,14400000,52056000000.0
에넥스,A011090,59991641,51832777824.0
미래아이앤지,A007120,129484148,51793659200.0
화천기계,A010660,22000000,51480000000.0
TIGER 미국채10년선물,A305080,4000000,51480000000.0
KOSEF 통안채1년,A122260,500000,50892500000.0
까뮤이앤씨,A013700,45152280,50796315000.0
화인베스틸,A133820,29550000,50678250000.0
영보화학,A014440,20000000,50300000000.0
유엔젤,A072130,13195454,49878816120.0
만호제강,A001080,4150000,49800000000.0
KODEX 은행,A091170,10000000,49700000000.0
SG충방,A001380,44964143,49685378015.0
금비,A008870,1000000,49600000000.0
파워 200,A152870,1950000,49471500000.0
두산솔루스2우B,A33637L,1646050,49463802500.0
KODEX 고배당,A279530,7500000,49237500000.0
세우글로벌,A013000,28705031,49085603010.0
NI스틸,A008260,28600117,49049200655.0
TIGER 인버스,A123310,6200000,48794000000.0
일성건설,A013360,54024880,48622392000.0
대교우B,A019685,19426990,48567475000.0
TIGER 중장기국채,A302190,900000,48249000000.0
폴루스바이오팜,A007630,39311572,48156675700.0
티에이치엔,A019180,18000000,48060000000.0
삼성 레버리지 천연가스 선물 ETN,Q530037,12500000,47937500000.0
부국증권우,A001275,3000000,47850000000.0
혜인,A003010,12712747,47799928720.0
인터지스,A129260,29747874,47596598400.0
우진아이엔에스,A010400,7622000,47561280000.0
동양피스톤,A092780,13168460,47208929100.0
휴스틸,A005010,7621668,47178124920.0
KB KTOP30 ETN,Q580006,5000000,46900000000.0
삼성공조,A006660,8126314,46807568640.0
KODEX 중국본토CSI300,A283580,4600000,46598000000.0
KB KQ 우량주30 ETN,Q580007,5000000,45925000000.0
두산퓨얼셀1우,A33626K,13364200,45906027000.0
삼성 코스피 풋매도 ETN,Q530053,5000000,45800000000.0
대원화성,A024890,41249152,45786558720.0
한국프랜지,A010100,30450420,45371125800.0
QV Big Vol ETN,Q550001,5000000,45300000000.0
KB 코스피 양매도 5% OTM ETN,Q580008,5000000,45300000000.0
미래에셋대우우,A006805,14075750,44972021250.0
TRUE 코스피 양매도 ATM ETN,Q570030,5000000,44600000000.0
롯데지주우,A00499K,987623,44591178450.0
TRUE 레버리지 천연가스 선물 ETN(H),Q570045,4000000,44520000000.0
한신기계,A011700,32446151,44288996115.0
TRUE 코스피 양매도 3% OTM ETN,Q570029,5000000,44125000000.0
KODEX 코스피대형주,A337140,5000000,43950000000.0
한국종합기술,A023350,10950000,43690500000.0
SK케미칼우,A28513K,1458670,43687166500.0
KODEX IT,A266370,3600000,43650000000.0
TIGER 국채3년,A114820,390000,43488900000.0
TIGER 레버리지,A123320,4900000,43218000000.0
유화증권우,A003465,3495285,43166769750.0
평화홀딩스,A010770,14625466,43071997370.0
문배철강,A008420,20503505,42852325450.0
선도전기,A007610,18000000,42840000000.0
진양산업,A003780,13000000,42640000000.0
코오롱인더우,A120115,2767860,42348258000.0
국보,A001140,24410271,42229768830.0
KODEX 200exTOP,A337150,5000000,42200000000.0
덕성,A004830,15680000,41316800000.0
TIGER 차이나CSI300인버스(합성),A217780,3800000,41268000000.0
KODEX 반도체,A091160,1800000,40932000000.0
베트남개발1,A096300,137680211,40891022667.0
한국특수형강,A007280,32353490,40765397400.0
KOSEF 단기자금,A130730,399000,40456605000.0
KR모터스,A000040,47361018,40304226318.0
유니온,A000910,15611619,40277977020.0
케이비아이동국실업,A001620,66042072,39955453560.0
신송홀딩스,A006880,11828858,39863251460.0
신풍제지,A002870,34958700,39852918000.0
롯데칠성우,A005305,775310,39695872000.0
이구산업,A025820,33442000,39461560000.0
TIGER 소프트웨어,A157490,4420000,39117000000.0
바다로19호,A155900,15200004,39064010280.0
TCC스틸,A002710,22342500,38987662500.0
대동전자,A008110,10490447,38867106135.0
KODEX 증권,A102970,8000000,38760000000.0
SJM,A123700,15604898,38700147040.0
삼아알미늄,A006110,11000000,38610000000.0
동원수산,A030720,4653805,38580043450.0
조일알미늄,A018470,70155555,38445244140.0
태양금속,A004100,36700000,38351500000.0
한세엠케이,A069640,12909322,38017953290.0
QV WISE 배당 ETN,Q550002,5000000,37900000000.0
ARIRANG 신흥국MSCI(합성 H),A195980,4360000,37779400000.0
진양화학,A051630,12000000,37560000000.0
KBSTAR 국고채3년,A114100,330000,37483050000.0
SJM홀딩스,A025530,14934008,37185679920.0
케이탑리츠,A145270,45096847,37069608234.0
호텔신라우,A008775,751879,37067634700.0
KBSTAR 200선물인버스2X,A252420,5000000,36900000000.0
KODEX 미국달러선물레버리지,A261250,3390000,36544200000.0
TIGER KRX300,A292160,3200000,36448000000.0
선창산업,A002820,12607989,36184928430.0
대신 철광석 선물 ETN(H),Q510008,2000000,35640000000.0
KINDEX 중장기국공채액티브,A272910,343000,35437045000.0
한솔로지스틱스,A009180,27477425,35308491125.0
삼영화학,A003720,34000000,35020000000.0
원림,A005820,2200000,34760000000.0
신한,A005450,7022839,34727938855.0
갤럭시아에스엠,A011420,27549644,34712551440.0
이화산업,A000760,2800000,34580000000.0
QV S&P500 VIX S/T 선물 ETN B,Q550058,1000000,34540000000.0
형지엘리트,A093240,31154798,34270277800.0
신한 레버리지 금 선물 ETN,Q500037,2000000,34200000000.0
한일철강,A002220,22322330,34041553250.0
KOSEF 국고채3년,A114470,300000,33924000000.0
KBSTAR 200선물레버리지,A252400,3900000,33091500000.0
KODEX China H,A099140,1600000,32944000000.0
코아스,A071950,30907210,32916178650.0
KODEX 미국S&P고배당커버드콜(합성 H),A276970,4200000,32802000000.0
신한 레버리지 다우존스지수 선물 ETN(H),Q500020,2000000,32780000000.0
금호전기,A001210,10266660,32750645400.0
신한 레버리지 은 선물 ETN(H),Q500029,6000000,32670000000.0
삼성 인버스 2X WTI원유 선물 ETN,Q530036,5000000,32550000000.0
미래에셋 전기전자 Core5 ETN,Q520004,2000000,32410000000.0
QV 하드웨어 TOP5 ETN,Q550009,2000000,32340000000.0
TBH글로벌,A084870,20856819,32223785355.0
삼성 레버리지 China A50 선물 ETN(H),Q530023,1000000,32045000000.0
신한 인버스 천연가스 선물 ETN(H),Q500022,2000000,32040000000.0
신한 인버스 옥수수 선물 ETN(H),Q500014,2000000,32010000000.0
TIGER 200IT레버리지,A243880,1600000,32000000000.0
KODEX China H 레버리지(H),A204450,5400000,31698000000.0
TIGER 반도체,A091230,1360000,31586000000.0
에쓰씨엔지니어링,A023960,25016587,31520899620.0
KODEX 200가치저변동,A223190,4600000,31418000000.0
성문전자,A014910,19486857,31373839770.0
HANARO 코스닥150,A304770,3260000,31198200000.0
KBSTAR 중장기국공채액티브,A272570,303000,31154460000.0
하이스틸,A071090,1999944,30999132000.0
TRUE 레버리지 S&P500 선물 ETN(H),Q570022,3000000,30885000000.0
미래에셋 레버리지 S&P500 ETN(H),Q590010,2000000,30880000000.0
티탑스,A030790,5932803,30850575600.0
우진플라임,A049800,10000000,30850000000.0
WISCOM,A024070,15326438,30806140380.0
인팩,A023810,10000000,30800000000.0
미래에셋 레버리지 원유선물혼합 ETN(H),Q520009,6000000,30600000000.0
두산2우B,A000157,893038,30586551500.0
KBSTAR 중국본토대형주CSI100,A174360,1900000,30457000000.0
하이골드12호,A172580,13044500,30263240000.0
흥아해운,A003280,116732559,30117000222.0
하이골드8호,A159650,14905929,30035446935.0
삼성 레버리지 금 선물 ETN(H),Q530055,1000000,30005000000.0
덕양산업,A024900,32564980,29894651640.0
TRUE 레버리지 나스닥 100 ETN,Q570043,3000000,29835000000.0
이스타코,A015020,42851600,29610455600.0
키위미디어그룹,A012170,197284650,29592697500.0
동원금속,A018500,46754933,29455607790.0
KOSEF 코스닥150,A316670,6080000,29153600000.0
진양폴리,A010640,10000000,28700000000.0
진도,A088790,12447744,28505333760.0
미래에셋 미국 항공우주 ETN(H),Q590009,2000000,28440000000.0
웅진에너지,A103130,30947322,28285852308.0
KODEX 필수소비재,A266410,3600000,28242000000.0
QV 소프트웨어 TOP5 ETN,Q550008,2000000,28180000000.0
신한 인버스 WTI원유 선물 ETN(H),Q500003,2000000,28150000000.0
ARIRANG KS모멘텀가중TR,A333960,2950000,28128250000.0
두산퓨얼셀2우B,A33626L,2986300,28101083000.0
한솔PNS,A010420,20493012,28075426440.0
TRUE 인버스 2X 천연가스 선물 ETN(H),Q570046,1000000,27875000000.0
한성기업,A003680,6209515,27849674775.0
신한 다우존스지수 선물 ETN(H),Q500009,2000000,27840000000.0
신한 인버스 콩 선물 ETN(H),Q500024,2000000,27410000000.0
삼성 미국 대형 성장주 ETN,Q530019,2000000,27410000000.0
삼성 China A50 선물 ETN(H),Q530014,2000000,27310000000.0
미래에셋 미국 대형주 ETN(H),Q590007,2000000,27280000000.0
TIGER 농산물선물Enhanced(H),A137610,6500000,27137500000.0
ARIRANG KS퀄리티가중TR,A333980,2700000,26973000000.0
KINDEX 일본TOPIX인버스(합성 H),A205720,4200000,26922000000.0
KOSEF 미국달러선물,A138230,2080000,26915200000.0
신한 금 선물 ETN(H),Q500016,2000000,26800000000.0
경인전자,A009140,1570797,26703549000.0
대신 인버스 2X 니켈선물 ETN(H),Q510010,2000000,26130000000.0
삼성 미국 대형 성장주 ETN(H),Q530015,2000000,25890000000.0
태원물산,A001420,7600000,25878000000.0
TIGER 일본TOPIX(합성 H),A195920,2200000,25718000000.0
KINDEX 코스피,A305050,1350000,25488000000.0
신한 레버리지 미국달러 선물 ETN,Q500035,2000000,25400000000.0
ARIRANG 단기채권액티브,A278620,241000,25307410000.0
신화실업,A001770,1214878,25269462400.0
한진칼우,A18064K,536766,25147487100.0
대신 WTI원유 선물 ETN(H),Q510001,5000000,25125000000.0
KINDEX 삼성그룹섹터가중,A108450,2700000,25110000000.0
미래에셋 중국 심천 100 ETN,Q590018,2000000,24840000000.0
ARIRANG 미국장기우량회사채,A332620,240000,24747600000.0
TIGER 미국다우존스30,A245340,1700000,24658500000.0
미래에셋 미국 헬스케어 ETN(H),Q590016,2000000,24620000000.0
한국전자홀딩스,A006200,46803136,24431236992.0
ARIRANG 단기우량채권,A263190,460000,24308700000.0
동일제강,A002690,15000000,24225000000.0
KODEX 삼성그룹밸류,A213610,3900000,24160500000.0
삼성 S&P500 VIX S/T 선물 ETN(H) B,Q530065,750000,24060000000.0
삼성 바이오 테마주 ETN,Q530005,2000000,23690000000.0
미래에셋 일본 대형주 ETN(H),Q590005,2000000,23680000000.0
미래에셋 미디어엔터 Core5 ETN,Q520014,2000000,23440000000.0
삼화전자,A011230,10457940,23425785600.0
QV 바이오 TOP5 ETN,Q550014,2000000,23330000000.0
ARIRANG 미국단기우량회사채,A332610,230000,23281750000.0
성안,A011300,56857860,23254864740.0
신한 인버스 2X 다우존스지수 선물 ETN(H),Q500028,4000000,23160000000.0
유안타증권우,A003475,12912212,23048298420.0
미래에셋 미국 고배당주 ETN(H),Q590017,2000000,23000000000.0
KOSEF 미국달러선물레버리지,A225800,2220000,22965900000.0
삼성 KRX 금현물 ETN,Q530067,2000000,22910000000.0
SK디스커버리우,A006125,1358455,22889966750.0
QV 스마트리밸런싱 260/4 ETN,Q550033,2000000,22660000000.0
미래에셋 미국 중형주 ETN(H),Q590008,2000000,22570000000.0
신한 인버스 구리 선물 ETN(H),Q500008,2000000,22480000000.0
HANARO 200선물레버리지,A304780,2200000,22462000000.0
TIGER 로우볼,A174350,2500000,22125000000.0
QV 레버리지 S&P500 ETN,Q550044,2000000,21880000000.0
KOSEF Fn중소형,A331910,1500000,21870000000.0
신한 인버스 2X 은 선물 ETN(H),Q500030,2000000,21710000000.0
TIGER 200TR,A310960,1700000,21709000000.0
KODEX 배당성장,A211900,2250000,21442500000.0
미래에셋 미국 시니어론 100 ETN,Q520021,2000000,21270000000.0
미래에셋 유럽 대형주 ETN(H),Q590003,2000000,21270000000.0
TIGER 가격조정,A217790,1200000,21240000000.0
TIGER 코스피대형주,A277640,2300000,21206000000.0
미래에셋 호주 ASX200 ETN(H),Q520012,2000000,21180000000.0
TIGER 미국달러단기채권액티브,A329750,2020000,21109000000.0
KODEX TRF3070,A329650,2100000,21094500000.0
미래에셋 일본 중형주 ETN(H),Q590006,2000000,21050000000.0
미래에셋 원자재 선물 ETN(H),Q520003,3000000,20895000000.0
에이엔피,A015260,82784868,20861786736.0
모두투어리츠,A204210,7826815,20819327900.0
TIGER 우량가치,A227570,2640000,20816400000.0
BYC우,A001465,215385,20720037000.0
세기상사,A002420,407592,20664914400.0
KODEX 미국나스닥100선물(H),A304940,1950000,20533500000.0
신한 구리 선물 ETN(H),Q500018,2000000,20510000000.0
TIGER 코스피중형주,A277650,2150000,20435750000.0
KINDEX 레버리지,A152500,5500000,20295000000.0
TRUE 빅5 동일가중 ETN,Q570003,2000000,20280000000.0
ARIRANG KS로우볼가중TR,A333940,2250000,20047500000.0
미래에셋 유럽 중형주 ETN(H),Q590004,2000000,20040000000.0
하이골드3호,A153360,16149790,20025739600.0
TIGER 코스닥150선물인버스,A250780,2600000,19994000000.0
전방,A000950,1680000,19992000000.0
에이리츠,A140910,3675909,19960185870.0
ARIRANG 200동일가중,A295820,3000000,19875000000.0
미래에셋 에너지화학 Core5 ETN,Q520006,2000000,19870000000.0
지코,A010580,64581636,19761980616.0
미래에셋 인버스 원유선물혼합 ETN(H),Q520011,1000000,19700000000.0
QV KTOP30 ETN,Q550026,2000000,19690000000.0
미래에셋 미국 시니어론 100 ETN(H),Q520020,2000000,19550000000.0
KOSEF 미국달러선물인버스2X,A230480,2570000,19532000000.0
KODEX 국채선물10년,A152380,270000,19469700000.0
ARIRANG KS밸류가중TR,A333970,2150000,19446750000.0
삼성 미국 중소형 성장주 ETN,Q530021,2000000,19400000000.0
KINDEX 중기국고채,A114460,180000,19374300000.0
신한 코스피 콘도르 6/10% ETN,Q500042,2000000,19330000000.0
세방우,A004365,3689250,19110315000.0
신한 코스피 월별 양매도 5% OTM ETN,Q500047,2000000,19080000000.0
대덕전자1우,A00806K,3307876,19020287000.0
TIGER 미국달러선물인버스2X,A261120,2200000,18986000000.0
LG하우시스우,A108675,1032330,18943255500.0
KINDEX 중국본토CSI300레버리지(합성),A219900,5800000,18937000000.0
신한 인버스 2X S&P500 선물 ETN,Q500051,2000000,18790000000.0
대한항공우,A003495,1110794,18716878900.0
신한 코스피 월별 양매도 3% OTM ETN,Q500046,2000000,18710000000.0
신한 USD K200 선물 바이셀 ETN,Q500002,2000000,18680000000.0
삼성 화학 테마주 ETN,Q530012,2000000,18590000000.0
KODEX MSCI KOREA ESG유니버설,A289040,2500000,18550000000.0
삼성 미국 대형 가치주 ETN,Q530020,2000000,18470000000.0
신한 인버스 은 선물 ETN(H),Q500007,2000000,18360000000.0
삼성 미국 중소형 성장주 ETN(H),Q530017,2000000,18330000000.0
삼성 코스피 풋매도 4% OTM ETN,Q530066,2000000,18320000000.0
신한 레버리지 천연가스 선물 ETN,Q500053,1500000,18307500000.0
TIGER 200 금융,A139270,3820000,18297800000.0
ARIRANG 미국S&P500(H),A269540,1600000,18192000000.0
KODEX 배당성장채권혼합,A237370,1800000,18144000000.0
마이다스 200커버드콜5%OTM,A137930,1600000,18120000000.0
청호컴넷,A012600,8576351,18096100610.0
ARIRANG 고배당저변동50,A251590,2300000,17986000000.0
KODEX 바이오,A244580,1920000,17913600000.0
신한 코스피 콘도르 4/10% ETN,Q500039,2000000,17900000000.0
HANARO KRX300,A304760,1550000,17832750000.0
TIGER 모멘텀,A147970,1140000,17784000000.0
ARIRANG 200선물인버스2X,A253160,1200000,17694000000.0
KOSEF 200선물레버리지,A253250,2100000,17682000000.0
TREX 200,A108590,700000,17619000000.0
신한 은 선물 ETN(H),Q500017,2000000,17610000000.0
삼성 미국 대형 가치주 ETN(H),Q530016,2000000,17470000000.0
미래에셋 미국 리츠 ETN(H),Q590013,2000000,17420000000.0
FOCUS KRX300,A292730,1500000,17400000000.0
ARIRANG KRX300,A292750,1500000,17220000000.0
TRUE 인버스 2X 유로스탁스50 ETN(H),Q570027,2000000,17150000000.0
KODEX 자동차,A091180,1550000,17050000000.0
태영건설우,A009415,2557480,16981667200.0
미래에셋 Q150 Core5 ETN,Q520013,2000000,16790000000.0
미래에셋 글로벌 리츠 ETN(H),Q590012,2000000,16770000000.0
KBSTAR 미국S&P원유생산기업(합성 H),A219390,8450000,16688750000.0
하이트진로2우B,A000087,1130138,16613028600.0
QV 롱숏 K150 매수 로우볼 매도 ETN,Q550004,2000000,16580000000.0
QV 인버스 레버리지 10년 국채선물 ETN,Q550047,1000000,16550000000.0
미래에셋 인버스 에너지화학 Core5 ETN,Q520007,2000000,16330000000.0
HANARO 고배당,A322410,2300000,16180500000.0
신한 레버리지 S&P500 선물 ETN,Q500050,2000000,16180000000.0
신한 K200 USD 선물 바이셀 ETN,Q500001,2000000,16130000000.0
대상우,A001685,1370223,16100120250.0
TIGER 코스피고배당,A210780,1770000,16053900000.0
대신 2X 니켈선물 ETN(H),Q510007,2000000,16010000000.0
KBSTAR 글로벌4차산업IT(합성 H),A276650,1200000,15732000000.0
QV 자동차 TOP5 ETN,Q550011,2000000,15620000000.0
TRUE 코리아프리미어 ETN,Q570009,2000000,15580000000.0
KODEX Fn멀티팩터,A337120,1800000,15570000000.0
KODEX 코스피100,A237350,800000,15536000000.0
남양유업우,A003925,166662,15532898400.0
QV 에너지 TOP5 ETN,Q550005,2000000,15400000000.0
KODEX 국채선물10년인버스,A176950,336000,15257760000.0
ARIRANG 코스피중형주,A301440,2200000,15246000000.0
신한 WTI원유 선물 ETN(H),Q500015,4000000,15220000000.0
KODEX KTOP30,A229720,1200000,15042000000.0
한국주강,A025890,11309259,15041314470.0
부산주공,A005030,42397604,15008751816.0
TRUE 레버리지 유로스탁스50 ETN(H),Q570026,2000000,14990000000.0
KODEX 심천ChiNext(합성),A256750,1700000,14951500000.0
QV 조선 TOP5 ETN,Q550007,2000000,14900000000.0
KINDEX 골드선물 레버리지(합성 H),A225130,900000,14841000000.0
씨아이테크,A004920,18070772,14799962268.0
TIGER 200 헬스케어,A227540,760000,14766800000.0
QV 화학 TOP5 ETN,Q550013,2000000,14740000000.0
컨버즈,A109070,3590507,14721078700.0
삼성 미국 중소형 가치주 ETN,Q530022,2000000,14670000000.0
TIGER 단기선진하이일드(합성 H),A182490,1400000,14623000000.0
미래에셋 인버스 미디어엔터 Core5 ETN,Q520015,1000000,14605000000.0
QV 의료 TOP5 ETN,Q550012,2000000,14590000000.0
